destinationStopName,destinationStopCategory,stage,observationDateTime,travelDistance,originStopName,fareForChild,fareForAdult,id,originDestinationCode,originStopCategory
SACHIN GIDC NAKA,BRT Cabin,8,2020-12-23T08:30:12+05:30,14.44246,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 4062,TERMINAL
VICTORIA PALM,CBS,8,2020-12-23T08:30:12+05:30,14.62052,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6691,TERMINAL
AWADH CAROLINA,CBS,8,2020-12-23T08:30:12+05:30,14.6751,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6113,TERMINAL
S K PARK SOCIETY KATHODARA,CBS,8,2020-12-23T08:30:12+05:30,14.682,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6828,TERMINAL
SIDDHI VINAYAK RESIDENCY SACHIN,CBS,8,2020-12-23T08:30:12+05:30,14.70855,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6902,TERMINAL
AGASHI MATA NU MANDIR,CBS,8,2020-12-23T08:30:12+05:30,14.74043,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6107,TERMINAL
BHARTHANA FAATA,CBS,8,2020-12-23T08:30:12+05:30,14.82623,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6830,TERMINAL
DIAMOND NAGAR BRTS,BRT,8,2020-12-23T08:30:12+05:30,14.83436,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6004,TERMINAL
NTPC,CBS,8,2020-12-23T08:30:12+05:30,14.98774,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6961,TERMINAL
KATHODARA GAAM,CBS,8,2020-12-23T08:30:12+05:30,15.03032,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6872,TERMINAL
SHIVDARSHAN COMPLEX SACHIN,CBS,8,2020-12-23T08:30:12+05:30,15.09191,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6917,TERMINAL
KAADI FALIYA FAATA,CBS,8,2020-12-23T08:30:12+05:30,15.17301,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6115,TERMINAL
KAKRAPAR CANAL ROAD,CBS,8,2020-12-23T08:30:12+05:30,15.20782,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7904,TERMINAL
VARELI,CBS,8,2020-12-23T08:30:12+05:30,15.24221,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6883,TERMINAL
CYANIDE CHEMICALS,CBS,8,2020-12-23T08:30:12+05:30,15.28187,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6806,TERMINAL
SANSKAR INDUSTRIAL ESTATE,CBS,8,2020-12-23T08:30:12+05:30,15.28971,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6820,TERMINAL
SHUKAN VALLEY RESIDENCY,CBS,8,2020-12-23T08:30:12+05:30,15.30167,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6946,TERMINAL
GABHENI GAAM,CBS,8,2020-12-23T08:30:12+05:30,15.31281,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7825,TERMINAL
SAMARPAN HOSPITAL,CBS,8,2020-12-23T08:30:12+05:30,15.37621,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6993,TERMINAL
AWADH COPPERSTONE,CBS,8,2020-12-23T08:30:12+05:30,15.42451,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6114,TERMINAL
CHAMUNDA NAGAR SOCIETY,CBS,8,2020-12-23T08:30:12+05:30,15.50117,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6831,TERMINAL
DIAMOND VIDHYA SANKUL BRTS,BRT,8,2020-12-23T08:30:12+05:30,15.51246,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6005,TERMINAL
PARSIWAD,CBS,8,2020-12-23T08:30:12+05:30,15.58421,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6106,TERMINAL
BHIMPORE FAATA,CBS,8,2020-12-23T08:30:12+05:30,15.59452,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6692,TERMINAL
APPAREL PARK FAATA,CBS,8,2020-12-23T08:30:12+05:30,15.63985,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6919,TERMINAL
SARASWATI HINDI VIDYA MANDIR,CBS,8,2020-12-23T08:30:12+05:30,15.7086,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6994,TERMINAL
ABRAMA GAAM,CBS,8,2020-12-23T08:30:12+05:30,15.91556,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6832,TERMINAL
DELAAD TALAAV,CBS,8,2020-12-23T08:30:12+05:30,15.92283,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6821,TERMINAL
KAADI FALIYA DUMAS,CBS,8,2020-12-23T08:30:12+05:30,15.95817,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6105,TERMINAL
KUNJ GALI,CBS,8,2020-12-23T08:30:12+05:30,16.00566,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6693,TERMINAL
GUJARAT GAS COMPANY LTD. MORA,CBS,8,2020-12-23T08:30:12+05:30,16.03386,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6962,TERMINAL
GOTHAN BRIDGE,CBS,8,2020-12-23T08:30:12+05:30,16.0591,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7903,TERMINAL
KANAKPUR PRIMARY SCHOOL,CBS,8,2020-12-23T08:30:12+05:30,16.08638,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6995,TERMINAL
LAJPORE JAIL,CBS,8,2020-12-23T08:30:12+05:30,16.18291,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6918,TERMINAL
PASODARA GAM CHAR RASTA BRTS,BRT,8,2020-12-23T08:30:12+05:30,16.19095,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6006,TERMINAL
KADODARA,CBS,8,2020-12-23T08:30:12+05:30,16.29143,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6884,TERMINAL
CHEHAR MATA TEMPLE,CBS,8,2020-12-23T08:30:12+05:30,16.34057,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6947,TERMINAL
MOTI BAJAR DUMAS,CBS,8,2020-12-23T08:30:12+05:30,16.34117,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6104,TERMINAL
DELAAD INDUSTRIAL ESTATE,CBS,8,2020-12-23T08:30:12+05:30,16.34613,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6822,TERMINAL
VELANJA ABRAMA ROAD,CBS,8,2020-12-23T08:30:12+05:30,16.37058,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6833,TERMINAL
SACHIN RAILWAY STATION,BRT,8,2020-12-23T08:30:12+05:30,16.375,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7901,TERMINAL
BAPS TEMPLE KANAKPUR,CBS,8,2020-12-23T08:30:12+05:30,16.40744,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6996,TERMINAL
DUMAS LANGAR,CBS,8,2020-12-23T08:30:12+05:30,16.51317,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6694,TERMINAL
SHYAM NAGAR BRTS,BRT,8,2020-12-23T08:30:12+05:30,16.63834,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6007,TERMINAL
OLPAD GIDC,CBS,8,2020-12-23T08:30:12+05:30,16.68149,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6807,TERMINAL
PASODARA GAAM,CBS,8,2020-12-23T08:30:12+05:30,16.7009,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6948,TERMINAL
SURBHI SOCIETY,CBS,8,2020-12-23T08:30:12+05:30,16.72689,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6964,TERMINAL
NANI BAJAR DUMAS,CBS,8,2020-12-23T08:30:12+05:30,16.75186,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6103,TERMINAL
DELAAD PATIYA,CBS,8,2020-12-23T08:30:12+05:30,16.78892,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6823,TERMINAL
SULTANABAD,CBS,8,2020-12-23T08:30:12+05:30,16.8913,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6698,TERMINAL
MORA TEEN RASTA,CBS,8,2020-12-23T08:30:12+05:30,16.90505,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6991,TERMINAL
SHREE GYANJYOT VIDHYALAY,CBS,8,2020-12-23T08:30:12+05:30,16.92917,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6949,TERMINAL
KIRAN RESIDENCY,CBS,8,2020-12-23T08:30:12+05:30,17.01911,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7902,TERMINAL
JB & KARP VIDHYA SANKUL,CBS,8,2020-12-23T08:30:12+05:30,17.08372,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6965,TERMINAL
MAHA LAKSHMI TEMPLE,CBS,8,2020-12-23T08:30:12+05:30,17.11168,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6102,TERMINAL
BHIMPORE,CBS,8,2020-12-23T08:30:12+05:30,17.15602,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6109,TERMINAL
MAHAVIR COMPLEX DELAAD PATIYA,CBS,8,2020-12-23T08:30:12+05:30,17.20048,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6824,TERMINAL
KAMREJ GSRTC BRTS,BRT,8,2020-12-23T08:30:12+05:30,17.25711,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6008,TERMINAL
SULTANABAD AAMBAWADI,CBS,8,2020-12-23T08:30:12+05:30,17.312,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6699,TERMINAL
SAYAN FAATA,CBS,8,2020-12-23T08:30:12+05:30,17.35472,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6808,TERMINAL
UMRA NAKA,CBS,8,2020-12-23T08:30:12+05:30,17.43929,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6958,TERMINAL
VAGESHWARI TEMPLE,CBS,8,2020-12-23T08:30:12+05:30,17.49649,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6834,TERMINAL
AROGYA KENDRA,CBS,8,2020-12-23T08:30:12+05:30,17.52476,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6101,TERMINAL
SHLOK RESIDENCY,CBS,8,2020-12-23T08:30:12+05:30,17.55506,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6966,TERMINAL
KAMREJ TERMINAL BRTS,BRT,8,2020-12-23T08:30:12+05:30,17.57668,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6009,TERMINAL
SAHYOG SOCIETY SAYAN,CBS,8,2020-12-23T08:30:12+05:30,17.58925,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6825,TERMINAL
KAKRAPAR CANAL ROAD JUNCTION,CBS,8,2020-12-23T08:30:12+05:30,17.63504,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6847,TERMINAL
BILAL MASJID OLPAD,CBS,8,2020-12-23T08:30:12+05:30,17.67391,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6809,TERMINAL
BAPUJI NI WADI,CBS,8,2020-12-23T08:30:12+05:30,17.71411,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6700,TERMINAL
SHIV PARK RESIDENCY,CBS,8,2020-12-23T08:30:12+05:30,17.76451,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6957,TERMINAL
MORA CHAR RASTA,CBS,8,2020-12-23T08:30:12+05:30,17.90824,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6963,TERMINAL
D.R.G.D HIGH SCHOOL SAYAN,CBS,8,2020-12-23T08:30:12+05:30,17.98828,MAKKAI POOL TERMINAL,10.0,20.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6826,TERMINAL
KASBA MOHALLA OLPAD,CBS,9,2020-12-23T08:30:12+05:30,18.07009,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6810,TERMINAL
SHYAM ROW HOUSE,CBS,9,2020-12-23T08:30:12+05:30,18.09422,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6848,TERMINAL
BAPA SITARAM PETROL PUMP,CBS,9,2020-12-23T08:30:12+05:30,18.2956,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6956,TERMINAL
KAILASH DHAM,CBS,9,2020-12-23T08:30:12+05:30,18.35818,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6835,TERMINAL
OLPAD BUS DEPOT,CBS,9,2020-12-23T08:30:12+05:30,18.35892,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6811,TERMINAL
SUKH SAGAR,CBS,9,2020-12-23T08:30:12+05:30,18.41599,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6849,TERMINAL
LALWATALAAV OLPAD,CBS,9,2020-12-23T08:30:12+05:30,18.60733,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6812,TERMINAL
SAURASHTRA GREEN CITY,CBS,9,2020-12-23T08:30:12+05:30,18.68631,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6955,TERMINAL
SAYAN RAILWAY STATION,CBS,9,2020-12-23T08:30:12+05:30,18.70265,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6827,TERMINAL
RUKSHMANI PARK SOCIETY,CBS,9,2020-12-23T08:30:12+05:30,18.71643,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6836,TERMINAL
NANDGHAR ANGANVADI OLPAD,CBS,9,2020-12-23T08:30:12+05:30,18.76621,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7801,TERMINAL
PRANAM RESIDENCY 1,CBS,9,2020-12-23T08:30:12+05:30,18.84829,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6850,TERMINAL
MADHUVAN PUBLIC SCHOOL APPROACH,CBS,9,2020-12-23T08:30:12+05:30,19.00902,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6954,TERMINAL
PRANAM RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,19.12398,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6952,TERMINAL
RANGOLI CHOKADI,CBS,9,2020-12-23T08:30:12+05:30,19.14052,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6951,TERMINAL
OLPAD COURT,CBS,9,2020-12-23T08:30:12+05:30,19.14773,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7802,TERMINAL
VELANJA GAAM FAATA,CBS,9,2020-12-23T08:30:12+05:30,19.26347,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6837,TERMINAL
NILKANTH ARCADE,CBS,9,2020-12-23T08:30:12+05:30,19.33783,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6842,TERMINAL
SHIV ASTHA ARCADE,CBS,9,2020-12-23T08:30:12+05:30,19.41553,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6844,TERMINAL
KATHOR GAAM APPROACH,CBS,9,2020-12-23T08:30:12+05:30,19.50212,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6846,TERMINAL
AVSHAR BUNGALOW,CBS,9,2020-12-23T08:30:12+05:30,19.54974,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6953,TERMINAL
ARTS AND COMMERCE COLLEGE OLPAD,CBS,9,2020-12-23T08:30:12+05:30,19.61323,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7803,TERMINAL
KATHOR GAAM,CBS,9,2020-12-23T08:30:12+05:30,19.77032,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6838,TERMINAL
VELANJA GAAM,CBS,9,2020-12-23T08:30:12+05:30,19.78354,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6950,TERMINAL
VELANJA GAAM PANCHAYAT,CBS,9,2020-12-23T08:30:12+05:30,19.79872,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7906,TERMINAL
VELANJA POST OFFICE,CBS,9,2020-12-23T08:30:12+05:30,20.06199,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6845,TERMINAL
MAI SCHOOL,CBS,9,2020-12-23T08:30:12+05:30,20.22261,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6839,TERMINAL
SHREE KRISHNA RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,20.31237,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6843,TERMINAL
RAMVATIKA SOCIETY,CBS,9,2020-12-23T08:30:12+05:30,20.55214,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7905,TERMINAL
NANDINI RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,20.62255,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7907,TERMINAL
SWAGAT RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,20.6817,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6840,TERMINAL
AMBOLI CHAR RASTA,CBS,9,2020-12-23T08:30:12+05:30,21.15522,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 6841,TERMINAL
RK FARM SHEKHPUR,CBS,9,2020-12-23T08:30:12+05:30,21.57836,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7908,TERMINAL
ANAND VATIKA,CBS,9,2020-12-23T08:30:12+05:30,21.97948,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7909,TERMINAL
SHEKHPUR GAAM,CBS,9,2020-12-23T08:30:12+05:30,22.40643,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7910,TERMINAL
HARIDARSHAN RESIDENCY,CBS,9,2020-12-23T08:30:12+05:30,23.05616,MAKKAI POOL TERMINAL,11.0,22.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,30 - 7911,TERMINAL
LINEAR BUS STOP,HMC Cabin,0,2020-12-23T08:30:12+05:30,0.0,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1001,HMC Cabin
BALAJI MANDIR,CBS,1,2020-12-23T08:30:12+05:30,0.26338,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1148,HMC Cabin
DELHI GATE,CBS,1,2020-12-23T08:30:12+05:30,0.33309,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1144,HMC Cabin
RAILWAY STATION TERMINAL,TERMINAL,1,2020-12-23T08:30:12+05:30,0.3736,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 10,HMC Cabin
GOLDEN POINT,HMC Cabin,1,2020-12-23T08:30:12+05:30,0.44725,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1002,HMC Cabin
GALEMANDIR CHOWK,CBS,1,2020-12-23T08:30:12+05:30,0.54526,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1147,HMC Cabin
LAMBE HANUMAN TEMPLE,CBS,1,2020-12-23T08:30:12+05:30,0.57306,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2301,HMC Cabin
LAL DARWAJA,CBS,1,2020-12-23T08:30:12+05:30,0.71973,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1152,HMC Cabin
MOTI TALKIES,CBS,1,2020-12-23T08:30:12+05:30,0.72227,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1143,HMC Cabin
PIRCHHADI,CBS,1,2020-12-23T08:30:12+05:30,0.83001,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1146,HMC Cabin
J.B. DIAMOND,CBS,1,2020-12-23T08:30:12+05:30,0.84745,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2302,HMC Cabin
SAHARA DARWAJA,HMC Cabin,1,2020-12-23T08:30:12+05:30,0.86658,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1003,HMC Cabin
RAILWAY PARCEL OFFICE,CBS,1,2020-12-23T08:30:12+05:30,0.94442,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2263,HMC Cabin
ASHWANIKUMAR ROAD,CBS,1,2020-12-23T08:30:12+05:30,0.94654,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2322,HMC Cabin
"S.M.C. VARACHHA HEALTH CENTRE, PODAR ARCADE BRTS",BRT,1,2020-12-23T08:30:12+05:30,1.01879,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2082,HMC Cabin
MAHIDHARPURA POST OFFICE,CBS,1,2020-12-23T08:30:12+05:30,1.03528,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1142,HMC Cabin
PODDAR ARCADE VARACHHA,CBS,1,2020-12-23T08:30:12+05:30,1.06695,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2308,HMC Cabin
KABIR MANDIR RAMPURA,BRT,1,2020-12-23T08:30:12+05:30,1.1036,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1017,HMC Cabin
RUWAALA TEKRA,CBS,1,2020-12-23T08:30:12+05:30,1.21973,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 1145,HMC Cabin
VASANT BIKHA NI WADI,CBS,1,2020-12-23T08:30:12+05:30,1.24386,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2303,HMC Cabin
I.C. GANDHI SCHOOL,CBS,1,2020-12-23T08:30:12+05:30,1.27943,LINEAR BUS STOP,2.0,4.0,f29c31d4-87ba-49c1-8643-b3c4be33743c,1001 - 2262,HMC Cabin
